1,-0,0,-0,0,-0,0,0
-0,1,0,-0,0,-0,0,0
2.0294,0.04461,0.41121,0.12705,0,-0,-4.4396,-0.47561
-0.4441,-0.00693,0.1277,0.96688,-0,0,0.95254,0.08154
0.005,0.00011,-0.00134,0.00029,0,-0,0.01445,-0.00112
-0.00426,-9e-05,0.00114,-0.00025,-0,0,0.00951,0.02655
0.19575,0.00424,-0.05232,0.01137,0,-0,0.56307,-0.04369
-0.16706,-0.00362,0.04466,-0.00963,-0,0,0.37279,1.0371
